Measurement Year,Facility Name,Current Facility Name,Facility ID,Facility OPCERT,Facility Medicare Number,Measure Short Name,Measure Full Name,Measure ID Number,First Quintile,Second Quintile,Third Quintile,Fourth Quintile,Fifth Quintile,Numeric Value,Character Value,Quintile,Points,Comments,City,County,Region,Location
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,71,,5,0,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,47,,5,0,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,56,,3,1,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,16,,NA,0,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,14,,3,1,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,5,37.8,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,0.7,,NA,5,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,87,,1,5,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,2,,2,4,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,7.9,,5,0,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,2.6,,NA,5,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,10,18,26.67,37.33,151,2,,NA,2,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,8.4,,3,1,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regal Heights Rehabilitation and Health Care Center,Regal Heights Rehabilitation and Health Care Center,7875,7003397,335820,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,4.2,,2,4,,Jackson Heights,Queens,MARO,"(40.7507, -73.8955)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,3.7,,3,1,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,1.9,,NA,5,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,18,,4,0,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,6,,3,1,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,72,,4,0,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,4,,,,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,10,18,26.67,37.33,151,3,,NA,4,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,8.8,,3,1,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,95,,1,5,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,5.9,,4,2,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,4,41.1,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,79,,3,1,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,0,,NA,5,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,0.8,,NA,5,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,3.3,,4,0,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,71,,3,1,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,25.3,30.7,35.5,41.3,73.5,38.3,,4,1,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Regeis Care Center,Regeis Care Center,1242,7000356,335019,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Bronx,Bronx,MARO,"(40.8769, -73.8361)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,70,,4,0,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,93,,1,5,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,12,,2,3,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,3.5,,3,1,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,5,,,,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,11.4,,5,0,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,10,18,26.67,37.33,151,2,,NA,2,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,5.1,,2,4,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,63,,4,0,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,29.6,,5,0,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,25.3,30.7,35.5,41.3,73.5,55.7,,5,0,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,16.4,,5,0,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,41,,NA,0,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,76,,4,0,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,0.5,,NA,5,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,3.8,,NA,5,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Rego Park Nursing Home,Rego Park Nursing Home,1693,7003392,335379,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,5,33.3,,Flushing,Queens,MARO,"(40.7404, -73.8495)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,61,,5,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,40,,5,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,1.8,,NA,5,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,5,,,,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,5.9,,NA,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,31,,5,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,0,,NA,5,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,58,,3,2,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,33,,1,5,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,5,24.4,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,2.3,,5,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,12,,4,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,10,18,26.67,37.33,151,1,,NA,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,25.3,30.7,35.5,41.3,73.5,36.7,,4,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,10,,5,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,7.3,,4,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Renaissance Rehabilitation and Nursing Care Center,Renaissance Rehabilitation and Nursing Care Center,203,1356304,335404,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,27.9,,5,0,,Staatsburg,Dutchess,MARO,"(41.8326, -73.9336)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT WEIGHT LOSS,Percent of long stay residents who lose too much weight,10,3.9,5.2,6.3,7.8,18.2,1.7,,1,5,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,9.5,,5,0,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT UTI,Percent of long stay residents with a urinary tract infection,14,0.4,0.9,1.7,2.8,12.9,1.2,,NA,5,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT PNEUMOCOCCAL VACCINE,Percent of long stay residents who received the pneumococcal vaccine,6.2,99,84,76,66,54,63,,4,0,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,14,,1,5,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,FACILITY QUINTILE RANK,Quintile ranking,20,92,60,53.3,46.7,37.8,4,,,,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,3.4,,3,1,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT FALLS,Percent of long stay residents experiencing one or more falls with major injury,8,1.3,2.1,3.1,4.7,12.4,0.6,,NA,5,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,FACILITY CLOSURE,Facility closed during the measurement or reporting year,22,,,,,,,No,,,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,15.6,,5,0,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,FACILITY CONTRACT STAFF,Percent of contract/agency staff used,1,,,,,,27,,NA,0,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT ADL INCREASE,Percent of long stay residents whose need for help with daily activities has increased,13,10,12,16,19,43,10,,1,5,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,FACILITY EMPLOYEE FLU VACCINE,Percent of employees vaccinated for the flu,3,100,77,62,50,37,67,,2,3,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT FLU VACCINE,Percent of long stay residents who received the seasonal influenza vaccine,7.2,99,89,84,78,71,78,,4,0,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,RESIDENT DEPRESSION,Percent of long stay residents who have depressive symptoms,9,0.9,3.3,9.2,23.8,100,11.2,,4,0,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,TOTAL NURSING STAFF TURNOVER,The percentage of nursing staff that left the nursing home over a twelve-month period,14.1,25.3,30.7,35.5,41.3,73.5,28.7,,2,4,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,4,46.7,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Resort Nursing Home,Resort Nursing Home,1694,7003330,335199,NYS REGIONAL FIVE-STAR HEALTH,NYS regionally adjusted five-star quality rating for health inspections,15,10,18,26.67,37.33,151,3,,NA,4,,Arverne,Queens,MARO,"(40.5937, -73.7971)"
2023,Richmond Center for Rehabilitation and Specialty Healthcare,Richmond Center for Rehabilitation and Specialty Healthcare,4823,7004324,335772,FACILITY SCORE,Overall Score Ratio per Base Points,19,92,60,53.3,46.7,37.8,,,5,37.8,,Staten Island,Richmond,MARO,"(40.6224, -74.0784)"
2023,Richmond Center for Rehabilitation and Specialty Healthcare,Richmond Center for Rehabilitation and Specialty Healthcare,4823,7004324,335772,RESIDENT PAH ADJUSTED,"Number of potentially avoidable hospitalizations per 10,000 long stay days",18,3.3,4.6,5.7,7.5,17.6,7.4,,4,2,,Staten Island,Richmond,MARO,"(40.6224, -74.0784)"
2023,Richmond Center for Rehabilitation and Specialty Healthcare,Richmond Center for Rehabilitation and Specialty Healthcare,4823,7004324,335772,FACILITY JKL,J/K/L deficiency,21,,,,,,,No,,,,Staten Island,Richmond,MARO,"(40.6224, -74.0784)"
2023,Richmond Center for Rehabilitation and Specialty Healthcare,Richmond Center for Rehabilitation and Specialty Healthcare,4823,7004324,335772,RESIDENT INCONTINENCE,Percent of long stay low risk residents who lose control of their bowel or bladder,5,42,53,62,73,98,63,,4,0,,Staten Island,Richmond,MARO,"(40.6224, -74.0784)"
2023,Richmond Center for Rehabilitation and Specialty Healthcare,Richmond Center for Rehabilitation and Specialty Healthcare,4823,7004324,335772,RATE OF STAFF HOURS PER DAY,Rate of staffing hours per resident per day,2.2,7.1,4,3.5,3.3,3,5.7,,1,5,,Staten Island,Richmond,MARO,"(40.6224, -74.0784)"
2023,Richmond Center for Rehabilitation and Specialty Healthcare,Richmond Center for Rehabilitation and Specialty Healthcare,4823,7004324,335772,FACILITY EMPLOYEE FLU TIMELY,Timely submission of employee influenza immunization data,16,,,,,,,Yes,NA,5,,Staten Island,Richmond,MARO,"(40.6224, -74.0784)"
2023,Richmond Center for Rehabilitation and Specialty Healthcare,Richmond Center for Rehabilitation and Specialty Healthcare,4823,7004324,335772,RESIDENT PRESSURE ULCER,Percent of long stay high risk residents with pressure ulcers,4,5.7,7.6,9.6,12.2,27,13.7,,5,0,,Staten Island,Richmond,MARO,"(40.6224, -74.0784)"
